BEGIN_DATE,Low,High,Precipitation,snow,snowdepth,windgust,windspeed,cloudcover,visibility,conditions,description,Sum_Crashes,Sum_Fatalities,text
6/13/2021,62.6,100.7,0,0,0,33.3,17.8,21.2,9.9,Partially cloudy,Partly cloudy throughout the day.,1991,1991,Partly cloudy throughout the day.
6/14/2021,70.8,102.5,0,0,0,29.7,19.9,29,9.9,Partially cloudy,Partly cloudy throughout the day.,1992,1992,Partly cloudy throughout the day.
6/15/2021,77,104.9,0,0,0,36.7,26.8,45.1,9.9,Partially cloudy,Partly cloudy throughout the day.,1993,1993,Partly cloudy throughout the day.
6/16/2021,71.7,95.7,0,0,0,17.2,12.4,66.4,9.9,Partially cloudy,Partly cloudy throughout the day.,1994,1994,Partly cloudy throughout the day.
6/17/2021,69.6,94.7,0,0,0,,10.1,66.4,9.9,Partially cloudy,Partly cloudy throughout the day.,1995,1995,Partly cloudy throughout the day.
6/18/2021,68,99.7,0,0,0,,12.4,77,9.9,Partially cloudy,Partly cloudy throughout the day.,1996,1996,Partly cloudy throughout the day.
6/19/2021,80.6,98.3,0,0,0,28.9,18.1,57.1,9.9,Partially cloudy,Clearing in the afternoon.,1997,1997,Clearing in the afternoon.
6/20/2021,70.7,94.6,0,0,0,27.7,20.1,16.2,9.9,Clear,Clear conditions throughout the day.,1998,1998,Clear conditions throughout the day.
6/21/2021,65.7,93.5,0,0,0,31.1,10,9.3,9.9,Clear,Clear conditions throughout the day.,1999,1999,Clear conditions throughout the day.
6/22/2021,73,99.7,0,0,0,32.8,21,44.8,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2000,2000,Becoming cloudy in the afternoon.
6/23/2021,75.4,93.5,0,0,0,31.1,22.4,64,9.8,Partially cloudy,Partly cloudy throughout the day.,2001,2001,Partly cloudy throughout the day.
6/24/2021,64.2,82.6,0.1,0,0,31.5,19.2,83.4,9.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,2002,2002,Partly cloudy throughout the day with rain in the morning and afternoon.
6/25/2021,64.5,85.5,0,0,0,26.4,12.6,68.9,9.9,Partially cloudy,Partly cloudy throughout the day.,2003,2003,Partly cloudy throughout the day.
6/26/2021,62.9,87.8,0,0,0,26.4,18.1,57.1,9.9,Partially cloudy,Partly cloudy throughout the day.,2004,2004,Partly cloudy throughout the day.
6/27/2021,69.9,89.6,0,0,0,31.1,17.7,39.3,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2005,2005,Becoming cloudy in the afternoon.
6/28/2021,70.7,92.5,0,0,0,30,18,42.9,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2006,2006,Becoming cloudy in the afternoon.
6/29/2021,72.5,93.4,0,0,0,32,20.1,45.6,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2007,2007,Becoming cloudy in the afternoon.
6/30/2021,71.5,88,0,0,0,27.7,19.1,76.1,9.9,Partially cloudy,Partly cloudy throughout the day.,2008,2008,Partly cloudy throughout the day.
7/1/2021,68.7,92.5,0,0,0,17.2,14.5,55.7,9.9,Partially cloudy,Partly cloudy throughout the day.,2009,2009,Partly cloudy throughout the day.
7/2/2021,75.3,93.5,0,0,0,18.3,15.8,46.4,9.9,Partially cloudy,Partly cloudy throughout the day.,2010,2010,Partly cloudy throughout the day.
7/3/2021,72.5,99.6,0,0,0,19.7,11.7,30.4,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2011,2011,Becoming cloudy in the afternoon.
7/4/2021,72.8,98.7,0.01,0,0,41.4,21.7,46.1,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,2012,2012,Partly cloudy throughout the day with late afternoon rain.
7/5/2021,73.6,95.7,0,0,0,20.8,16.9,51.4,9.9,Partially cloudy,Clearing in the afternoon.,2013,2013,Clearing in the afternoon.
7/6/2021,69.1,97.7,0,0,0,27.7,12.6,15.5,9.9,Clear,Clear conditions throughout the day.,2014,2014,Clear conditions throughout the day.
7/7/2021,76.3,103.6,0,0,0,17.2,14.1,33.7,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2015,2015,Becoming cloudy in the afternoon.
7/8/2021,75.6,101.4,0,0,0,18.3,15.3,59.4,9.9,Partially cloudy,Partly cloudy throughout the day.,2016,2016,Partly cloudy throughout the day.
7/9/2021,74.9,100.7,0,0,0,16.1,13.2,52,9.8,Partially cloudy,Partly cloudy throughout the day.,2017,2017,Partly cloudy throughout the day.
7/10/2021,68,95.7,0,0,0,,10.2,47.7,9.9,Partially cloudy,Partly cloudy throughout the day.,2018,2018,Partly cloudy throughout the day.
7/11/2021,71.5,101.5,0,0,0,30,9.7,34,8.3,Partially cloudy,Becoming cloudy in the afternoon.,2019,2019,Becoming cloudy in the afternoon.
7/12/2021,73.9,101.5,0,0,0,25.3,11,55.5,9.5,Partially cloudy,Partly cloudy throughout the day.,2020,2020,Partly cloudy throughout the day.
7/13/2021,82.7,101.5,0,0,0,38.6,22.7,71,9.9,Partially cloudy,Partly cloudy throughout the day.,2021,2021,Partly cloudy throughout the day.
7/14/2021,77.7,95.5,0,0,0,35.1,19.4,50.8,9.9,Partially cloudy,Partly cloudy throughout the day.,2022,2022,Partly cloudy throughout the day.
7/15/2021,74.5,96.6,0,0,0,33.8,24,51.2,9.6,Partially cloudy,Becoming cloudy in the afternoon.,2023,2023,Becoming cloudy in the afternoon.
7/16/2021,73.6,96.7,0,0,0,47.2,34,50.8,9.8,Partially cloudy,Becoming cloudy in the afternoon.,2024,2024,Becoming cloudy in the afternoon.
7/17/2021,73.5,98.6,0,0,0,,12.3,48.6,9.9,Partially cloudy,Partly cloudy throughout the day.,2025,2025,Partly cloudy throughout the day.
7/18/2021,75.1,103.5,0,0,0,26.4,15.4,50.5,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2026,2026,Becoming cloudy in the afternoon.
7/19/2021,77.9,95.6,0,0,0,29.8,20.4,78.3,9.9,Partially cloudy,Partly cloudy throughout the day.,2027,2027,Partly cloudy throughout the day.
7/20/2021,75.3,94.5,0,0,0,21.9,15.3,57.2,9.9,Partially cloudy,Partly cloudy throughout the day.,2028,2028,Partly cloudy throughout the day.
7/21/2021,74.7,96.6,0.06,0,0,32.2,19.2,60.7,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,2029,2029,Partly cloudy throughout the day with rain clearing later.
7/22/2021,73.2,97.6,0.21,0,0,43.3,18.3,83.2,9.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,2030,2030,Partly cloudy throughout the day with late afternoon rain.
7/23/2021,72.7,93.5,0.13,0,0,19.7,14.8,63.4,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,2031,2031,Partly cloudy throughout the day with early morning rain.
7/24/2021,68.1,96.8,0,0,0,21.9,15.8,35.4,9,Partially cloudy,Partly cloudy throughout the day.,2032,2032,Partly cloudy throughout the day.
7/25/2021,71.3,95.7,0,0,0,20.8,11.3,29.5,8.3,Partially cloudy,Partly cloudy throughout the day.,2033,2033,Partly cloudy throughout the day.
7/26/2021,71.6,100.6,0,0,0,32.2,20.5,31.6,8.6,Partially cloudy,Partly cloudy throughout the day.,2034,2034,Partly cloudy throughout the day.
7/27/2021,76.7,91.9,0,0,0,24.2,18,67,9.9,Partially cloudy,Partly cloudy throughout the day.,2035,2035,Partly cloudy throughout the day.
7/28/2021,76.5,94.6,0,0,0,33.3,25,75.2,9.9,Partially cloudy,Partly cloudy throughout the day.,2036,2036,Partly cloudy throughout the day.
7/29/2021,69.9,90.7,0.01,0,0,18.3,12.4,77.5,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,2037,2037,Partly cloudy throughout the day with early morning rain.
7/30/2021,66.5,87.9,0.1,0,0,43.6,26.3,83.7,9.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,2038,2038,Partly cloudy throughout the day with rain clearing later.
7/31/2021,71.6,93.4,0,0,0,30.8,18.2,75,9.9,Partially cloudy,Partly cloudy throughout the day.,2039,2039,Partly cloudy throughout the day.
8/1/2021,67.5,89.4,0.18,0,0,48.3,31.9,79.4,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,2040,2040,Partly cloudy throughout the day with late afternoon rain.
8/2/2021,65,80.5,0.33,0,0,,10.2,75,9.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,2041,2041,Partly cloudy throughout the day with rain in the morning and afternoon.
8/3/2021,63.9,87.8,0,0,0,21.9,11.2,28,9.9,Partially cloudy,Partly cloudy throughout the day.,2042,2042,Partly cloudy throughout the day.
8/4/2021,66.5,93.5,0,0,0,,8.8,24.9,9.8,Partially cloudy,Partly cloudy throughout the day.,2043,2043,Partly cloudy throughout the day.
8/5/2021,71.4,99.9,0,0,0,28.9,19.3,44.4,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2044,2044,Becoming cloudy in the afternoon.
8/6/2021,70.7,89.5,0,0,0,27.7,18.6,50.9,5.7,Partially cloudy,Partly cloudy throughout the day.,2045,2045,Partly cloudy throughout the day.
8/7/2021,61.7,86.6,0,0,0,,9,12.5,5.4,Clear,Clear conditions throughout the day.,2046,2046,Clear conditions throughout the day.
8/8/2021,66.4,96.6,0,0,0,26.4,16.9,0,6.2,Clear,Clear conditions throughout the day.,2047,2047,Clear conditions throughout the day.
8/9/2021,68.6,86.7,0,0,0,23,13.7,31.2,8.1,Partially cloudy,Partly cloudy throughout the day.,2048,2048,Partly cloudy throughout the day.
8/10/2021,63.8,89.6,0,0,0,,10.3,9.5,9.2,Clear,Clear conditions throughout the day.,2049,2049,Clear conditions throughout the day.
8/11/2021,62.6,92.4,0,0,0,,14.5,20.7,9.9,Partially cloudy,Partly cloudy throughout the day.,2050,2050,Partly cloudy throughout the day.
8/12/2021,67.5,95.7,0,0,0,26.4,10.2,11.9,9.6,Clear,Clear conditions throughout the day.,2051,2051,Clear conditions throughout the day.
8/13/2021,70.6,99.8,0,0,0,24.2,14.8,13.4,9.9,Clear,Clear conditions throughout the day.,2052,2052,Clear conditions throughout the day.
8/14/2021,70.9,99.8,0,0,0,17.2,11.6,23.2,9.9,Partially cloudy,Partly cloudy throughout the day.,2053,2053,Partly cloudy throughout the day.
8/15/2021,73.4,92.6,0,0,0,17.2,11.4,24.6,7.3,Partially cloudy,Clearing in the afternoon.,2054,2054,Clearing in the afternoon.
8/16/2021,67.7,96.7,0,0,0,23,14.8,0.4,6.4,Clear,Clear conditions throughout the day.,2055,2055,Clear conditions throughout the day.
8/17/2021,72.7,96.8,0.09,0,0,38.6,25.7,51,7.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,2056,2056,Partly cloudy throughout the day with late afternoon rain.
8/18/2021,55.1,71.6,0.82,0,0,41.8,24.4,95.3,5.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,2057,2057,Cloudy skies throughout the day with a chance of rain throughout the day.
8/19/2021,51.3,62.4,0.35,0,0,19.7,19.9,91.4,6.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,2058,2058,Cloudy skies throughout the day with rain.
8/20/2021,52.9,75.6,0,0,0,,11.3,44.2,9.9,Partially cloudy,Clearing in the afternoon.,2059,2059,Clearing in the afternoon.
8/21/2021,57.6,85.6,0.49,0,0,46.5,26.1,66.4,9.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,2060,2060,Partly cloudy throughout the day with late afternoon rain.
8/22/2021,57.8,80.6,0.01,0,0,34.4,14.9,42.9,9.9,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,2061,2061,Clearing in the afternoon with early morning rain.
8/23/2021,67.8,90.8,0,0,0,31.1,21.4,20.7,9.9,Partially cloudy,Partly cloudy throughout the day.,2062,2062,Partly cloudy throughout the day.
8/24/2021,69.8,89.7,0,0,0,30.5,20.5,10.3,9.9,Clear,Clear conditions throughout the day.,2063,2063,Clear conditions throughout the day.
8/25/2021,66.9,92.5,0,0,0,28.9,18.4,38.1,9.9,Partially cloudy,Partly cloudy throughout the day.,2064,2064,Partly cloudy throughout the day.
8/26/2021,65.6,87.6,0,0,0,,13.3,30,8.9,Partially cloudy,Becoming cloudy in the afternoon.,2065,2065,Becoming cloudy in the afternoon.
8/27/2021,60.8,84.5,0,0,0,23,12.2,2.2,8.3,Clear,Clear conditions throughout the day.,2066,2066,Clear conditions throughout the day.
8/28/2021,59.7,82.7,0,0,0,,11.3,10.1,9.5,Clear,Clear conditions throughout the day.,2067,2067,Clear conditions throughout the day.
8/29/2021,58.8,86.8,0,0,0,28.9,10.1,1,9.8,Clear,Clear conditions throughout the day.,2068,2068,Clear conditions throughout the day.
8/30/2021,63.8,89.5,0,0,0,28.9,10.1,25.5,9.3,Partially cloudy,Partly cloudy throughout the day.,2069,2069,Partly cloudy throughout the day.
8/31/2021,65.4,91.6,0,0,0,35.6,22.1,42.2,9.7,Partially cloudy,Becoming cloudy in the afternoon.,2070,2070,Becoming cloudy in the afternoon.
9/1/2021,72.5,82.8,0,0,0,24.2,14.7,74.5,9.9,Partially cloudy,Partly cloudy throughout the day.,2071,2071,Partly cloudy throughout the day.
9/2/2021,67.6,85.6,0,0,0,41.6,19.4,61.8,9.9,Partially cloudy,Partly cloudy throughout the day.,2072,2072,Partly cloudy throughout the day.
9/3/2021,62.8,80.6,0,0,0,17.2,12.7,44.6,9.9,Partially cloudy,Clearing in the afternoon.,2073,2073,Clearing in the afternoon.
9/4/2021,55,86.8,0,0,0,,10.2,8.6,9.8,Clear,Clear conditions throughout the day.,2074,2074,Clear conditions throughout the day.
9/5/2021,60.6,90.6,0,0,0,,10.2,6,9.9,Clear,Clear conditions throughout the day.,2075,2075,Clear conditions throughout the day.
9/6/2021,62.6,92.5,0,0,0,,9.3,25.8,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2076,2076,Becoming cloudy in the afternoon.
9/7/2021,61,92.5,0,0,0,,9.9,45.5,9.9,Partially cloudy,Partly cloudy throughout the day.,2077,2077,Partly cloudy throughout the day.
9/8/2021,60.7,91.8,0,0,0,26.4,9.4,14.5,9.8,Clear,Clear conditions throughout the day.,2078,2078,Clear conditions throughout the day.
9/9/2021,62.8,96.7,0,0,0,30,10.8,32.5,9.9,Partially cloudy,Clearing in the afternoon.,2079,2079,Clearing in the afternoon.
9/10/2021,71.6,92.5,0.02,0,0,48.3,19.4,73.5,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,2080,2080,Partly cloudy throughout the day with afternoon rain.
9/11/2021,61.9,78.7,0.09,0,0,23,15.4,66.6,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,2081,2081,Partly cloudy throughout the day with rain in the morning and afternoon.
9/12/2021,63.9,87.8,0,0,0,,11.2,63.4,9.9,Partially cloudy,Partly cloudy throughout the day.,2082,2082,Partly cloudy throughout the day.
9/13/2021,64.7,83.6,0,0,0,32.3,10.9,62,9.9,Partially cloudy,Partly cloudy throughout the day.,2083,2083,Partly cloudy throughout the day.
9/14/2021,59.8,83.5,0,0,0,23,15.4,15.3,9.9,Clear,Clear conditions throughout the day.,2084,2084,Clear conditions throughout the day.
9/15/2021,58.5,88.8,0,0,0,,11.1,0,9.9,Clear,Clear conditions throughout the day.,2085,2085,Clear conditions throughout the day.
9/16/2021,62.4,83.6,0,0,0,19.7,13.9,15.9,9.9,Clear,Clear conditions throughout the day.,2086,2086,Clear conditions throughout the day.
9/17/2021,57,87,0,0,0,20.8,11.2,14.2,9.9,Clear,Clear conditions throughout the day.,2087,2087,Clear conditions throughout the day.
9/18/2021,62.8,76.6,0.03,0,0,38.5,26.4,72.9,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,2088,2088,Partly cloudy throughout the day with morning rain.
9/19/2021,55.5,77.7,0,0,0,44.2,32.2,54.6,9.8,Partially cloudy,Partly cloudy throughout the day.,2089,2089,Partly cloudy throughout the day.
9/20/2021,46.7,64.7,0,0,0,18.3,12.5,22.1,9.9,Partially cloudy,Partly cloudy throughout the day.,2090,2090,Partly cloudy throughout the day.
9/21/2021,43.8,71.5,0,0,0,24.2,10.2,5.2,9.9,Clear,Clear conditions throughout the day.,2091,2091,Clear conditions throughout the day.
9/22/2021,50.9,79.7,0,0,0,,11.1,32.1,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2092,2092,Becoming cloudy in the afternoon.
9/23/2021,53.9,78.7,0,0,0,30,13.6,46.2,9.9,Partially cloudy,Partly cloudy throughout the day.,2093,2093,Partly cloudy throughout the day.
9/24/2021,53.7,78.7,0,0,0,,8.9,6.2,9.9,Clear,Clear conditions throughout the day.,2094,2094,Clear conditions throughout the day.
9/25/2021,55.9,85.6,0,0,0,,12.1,2.1,9.9,Clear,Clear conditions throughout the day.,2095,2095,Clear conditions throughout the day.
9/26/2021,58.6,86.7,0,0,0,27.7,10.3,9.3,9.9,Clear,Clear conditions throughout the day.,2096,2096,Clear conditions throughout the day.
9/27/2021,58.8,86.8,0,0,0,,12.3,11.3,9.9,Clear,Clear conditions throughout the day.,2097,2097,Clear conditions throughout the day.
9/28/2021,52.7,70.8,0.03,0,0,31,27.3,59.1,8.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,2098,2098,Partly cloudy throughout the day with late afternoon rain.
9/29/2021,43,60.8,0,0,0,,11.5,64.5,9.9,Partially cloudy,Partly cloudy throughout the day.,2099,2099,Partly cloudy throughout the day.
9/30/2021,44,66.4,0,0,0,,14.7,33.4,9.9,Partially cloudy,Clearing in the afternoon.,2100,2100,Clearing in the afternoon.
10/1/2021,46.7,70.7,0,0,0,,8.9,29,9.9,Partially cloudy,Partly cloudy throughout the day.,2101,2101,Partly cloudy throughout the day.
10/2/2021,51,74.6,0,0,0,,9.1,32.2,9.9,Partially cloudy,Clearing in the afternoon.,2102,2102,Clearing in the afternoon.
10/3/2021,48.8,77.9,0,0,0,,10.3,11.2,9.9,Clear,Clear conditions throughout the day.,2103,2103,Clear conditions throughout the day.
10/4/2021,53.8,81.8,0,0,0,27.7,19.4,36.5,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2104,2104,Becoming cloudy in the afternoon.
10/5/2021,60.8,80.4,0.01,0,0,31.7,19.5,74,9.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,2105,2105,Partly cloudy throughout the day with late afternoon rain.
10/6/2021,57.6,70.5,0,0,0,28.9,20.8,84.5,9.9,Partially cloudy,Partly cloudy throughout the day.,2106,2106,Partly cloudy throughout the day.
10/7/2021,55.6,70,0.13,1.28,1.28,47.2,14.4,81.1,9.6,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,2107,2107,Partly cloudy throughout the day with snow.
10/8/2021,49.7,61.7,0.21,1.5,2.06,36.7,23.3,77.4,9.6,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,2108,2108,Partly cloudy throughout the day with snow.
10/9/2021,46,50.9,0.4,0.47,2.53,,12.2,98.7,9.1,"Snow, Overcast",Cloudy skies throughout the day with snow clearing later.,2109,2109,Cloudy skies throughout the day with snow clearing later.
10/10/2021,46.8,58.7,0,3.06,3.55,,7.8,63.5,9.9,Partially cloudy,Partly cloudy throughout the day.,2110,2110,Partly cloudy throughout the day.
10/11/2021,40.8,60.9,0.19,2.6,5.41,29.8,21.2,84.4,9.7,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,2111,2111,Partly cloudy throughout the day with late afternoon snow.
10/12/2021,35,44.6,0.02,0.94,6.35,27.7,19.7,96.6,9.9,"Snow, Overcast",Cloudy skies throughout the day with snow.,2112,2112,Cloudy skies throughout the day with snow.
10/13/2021,33.8,47.7,0.01,2.66,6.69,,10,75.9,9.9,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,2113,2113,Partly cloudy throughout the day with early morning snow.
10/14/2021,34.5,43.7,0.21,1.25,6.43,18.3,10.4,89.5,9.5,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,2114,2114,Partly cloudy throughout the day with snow in the morning and afternoon.
10/15/2021,33,54.7,0,0.79,5.8,,10.5,15.8,9.9,Clear,Clear conditions throughout the day.,2115,2115,Clear conditions throughout the day.
10/16/2021,34.9,60.1,0,0.78,4.53,31.1,9.1,0,9.9,Clear,Clear conditions throughout the day.,2116,2116,Clear conditions throughout the day.
10/17/2021,40.6,71.8,0,1.3,3.74,37.9,22,30,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2117,2117,Becoming cloudy in the afternoon.
10/18/2021,45.7,62.6,0.16,1.87,5.47,37.8,22.6,77.9,9.6,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,2118,2118,Partly cloudy throughout the day with snow.
10/19/2021,38.7,45.9,0.67,0.84,6.3,,12.6,82.7,9.1,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,2119,2119,Partly cloudy throughout the day with a chance of snow throughout the day.
10/20/2021,37.3,60.8,0,0.56,5.11,23,15.2,53.4,9.9,Partially cloudy,Partly cloudy throughout the day.,2120,2120,Partly cloudy throughout the day.
10/21/2021,42.4,66.6,0,1.01,4.9,,11,32.4,9.9,Partially cloudy,Clearing in the afternoon.,2121,2121,Clearing in the afternoon.
10/22/2021,44.5,69.9,0,2.05,4.86,31.7,19.3,61.3,9.9,Partially cloudy,Partly cloudy throughout the day.,2122,2122,Partly cloudy throughout the day.
10/23/2021,42,62.6,0.17,0.76,5.61,34.4,22.8,93.5,9.6,"Snow, Overcast",Cloudy skies throughout the day with snow in the morning and afternoon.,2123,2123,Cloudy skies throughout the day with snow in the morning and afternoon.
10/24/2021,41,61.7,0.03,2.92,4.88,32.1,22,93.2,9.5,"Snow, Overcast",Cloudy skies throughout the day with early morning snow.,2124,2124,Cloudy skies throughout the day with early morning snow.
10/25/2021,42,67.6,0.66,2.03,6.54,49.3,31.9,84.3,9.1,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,2125,2125,Partly cloudy throughout the day with late afternoon snow.
10/26/2021,37.9,48.6,0.52,0.51,7.05,26.4,20.2,93,9.5,"Snow, Overcast",Cloudy skies throughout the day with snow clearing later.,2126,2126,Cloudy skies throughout the day with snow clearing later.
10/27/2021,41.8,56.5,0,0.24,6.23,,10.5,79.9,9.9,Partially cloudy,Partly cloudy throughout the day.,2127,2127,Partly cloudy throughout the day.
10/28/2021,44.7,61.7,0,0.57,5.45,,8.7,56.5,9.9,Partially cloudy,Partly cloudy throughout the day.,2128,2128,Partly cloudy throughout the day.
10/29/2021,41.1,64,0,1.4,6.05,,8.4,12.1,9.9,Clear,Clear conditions throughout the day.,2129,2129,Clear conditions throughout the day.
10/30/2021,44.1,62.9,0,0.02,5.15,,11.1,67.4,9.9,Partially cloudy,Partly cloudy throughout the day.,2130,2130,Partly cloudy throughout the day.
10/31/2021,46.5,64.1,0,0.34,4.29,,7.8,68.6,9.8,Partially cloudy,Partly cloudy throughout the day.,2131,2131,Partly cloudy throughout the day.
11/1/2021,46.3,61.1,0,1.38,4.55,25.3,12.1,83.1,9.8,Partially cloudy,Partly cloudy throughout the day.,2132,2132,Partly cloudy throughout the day.
11/2/2021,45.9,56.7,0.07,0.35,4.41,,11.1,79.4,9.5,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,2133,2133,Partly cloudy throughout the day with snow clearing later.
11/3/2021,39.8,57.7,0,0.35,4.23,,8.2,47.4,9.9,Partially cloudy,Partly cloudy throughout the day.,2134,2134,Partly cloudy throughout the day.
11/4/2021,39.9,65.6,0,0.79,4.65,,14.5,54,9.9,Partially cloudy,Partly cloudy throughout the day.,2135,2135,Partly cloudy throughout the day.
11/5/2021,42.1,65.7,0,0.18,4.07,,8.1,41.7,9.9,Partially cloudy,Partly cloudy throughout the day.,2136,2136,Partly cloudy throughout the day.
11/6/2021,49.8,65.5,0,0,3.88,27.7,16.9,82.2,9.9,Partially cloudy,Partly cloudy throughout the day.,2137,2137,Partly cloudy throughout the day.
11/7/2021,42.8,52.7,0,3.92,3.92,,14.8,78,9.9,Partially cloudy,Partly cloudy throughout the day.,2138,2138,Partly cloudy throughout the day.
11/8/2021,37.8,49.8,0,2.14,3.92,,9.3,58.3,9.9,Partially cloudy,Partly cloudy throughout the day.,2139,2139,Partly cloudy throughout the day.
11/9/2021,38,48.6,0.2,1.37,4.61,34.4,22.6,79.1,8.7,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,2140,2140,Partly cloudy throughout the day with snow.
11/10/2021,39,50.9,0.02,1.45,5.57,,10.1,89.7,9.9,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,2141,2141,Partly cloudy throughout the day with early morning snow.
11/11/2021,39.6,49.8,0,0.82,6.02,,10.2,83.5,9.9,Partially cloudy,Partly cloudy throughout the day.,2142,2142,Partly cloudy throughout the day.
11/12/2021,45.8,60.8,0,0.66,5.88,,10.7,75.5,9.9,Partially cloudy,Partly cloudy throughout the day.,2143,2143,Partly cloudy throughout the day.
11/13/2021,43.3,61.7,0,0.89,5.82,,10.2,46.7,9.9,Partially cloudy,Partly cloudy throughout the day.,2144,2144,Partly cloudy throughout the day.
11/14/2021,43.9,64.6,0,0.23,5.88,,11.2,61.1,9.9,Partially cloudy,Partly cloudy throughout the day.,2145,2145,Partly cloudy throughout the day.
11/15/2021,44.2,64.7,0,0.33,5.33,,12.8,65,9.9,Partially cloudy,Partly cloudy throughout the day.,2146,2146,Partly cloudy throughout the day.
11/16/2021,35.8,56.1,0,0.21,4.74,29.8,14.8,74.6,9.9,Partially cloudy,Partly cloudy throughout the day.,2147,2147,Partly cloudy throughout the day.
11/17/2021,28.9,40.8,0,0,4.63,,13.3,17.7,9.9,Clear,Clear conditions throughout the day.,2148,2148,Clear conditions throughout the day.
11/18/2021,28.9,44.9,0,1.61,4.94,20.8,9.1,67.7,9.9,Partially cloudy,Partly cloudy throughout the day.,2149,2149,Partly cloudy throughout the day.
11/19/2021,36,46.9,0,0.5,3.43,,13.1,90.4,9.9,Overcast,Cloudy skies throughout the day.,2150,2150,Cloudy skies throughout the day.
11/20/2021,34.9,46.9,0.03,1.08,4.46,,13.4,68.5,7.9,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,2151,2151,Partly cloudy throughout the day with early morning snow.
11/21/2021,28.9,46,0,0.62,4.88,,6.7,22.6,9.9,Partially cloudy,Partly cloudy throughout the day.,2152,2152,Partly cloudy throughout the day.
11/22/2021,29,48.5,0,0.24,4.72,24.2,9.1,20.3,9.9,Partially cloudy,Partly cloudy throughout the day.,2153,2153,Partly cloudy throughout the day.
11/23/2021,29.4,48.8,0,0.09,4.81,33.3,14.9,45.7,8.6,Partially cloudy,Becoming cloudy in the afternoon.,2154,2154,Becoming cloudy in the afternoon.
11/24/2021,30.4,40.8,0,0.58,5.39,23,13.4,60.4,9.9,Partially cloudy,Partly cloudy throughout the day.,2155,2155,Partly cloudy throughout the day.
11/25/2021,25.9,44.6,0,0.98,6.37,,10,29.4,9.9,Partially cloudy,Partly cloudy throughout the day.,2156,2156,Partly cloudy throughout the day.
11/26/2021,28.1,44.9,0,0,6.05,,10.1,54.8,9.9,Partially cloudy,Partly cloudy throughout the day.,2157,2157,Partly cloudy throughout the day.
11/27/2021,28.3,48.7,0,0,5.72,,8.7,60,9.8,Partially cloudy,Partly cloudy throughout the day.,2158,2158,Partly cloudy throughout the day.
11/28/2021,30.9,53.8,0,0,5.44,,8.7,30.3,8.3,Partially cloudy,Partly cloudy throughout the day.,2159,2159,Partly cloudy throughout the day.
11/29/2021,32.2,54,0,0,5.28,,10.9,10.3,7.8,Clear,Clear conditions throughout the day.,2160,2160,Clear conditions throughout the day.
